Date,Week No. ,Offer Type,Country,Vendor Name,Brand Name,Device Name,Device Capacity,Price Segmnet ,Tariff Name,Tariff Type,Tariff Segment,Upfront Cost ,Stickee TMC,Corrected TMC,Device Monthly Cost ,Tariff Term,Stickee TCO,Calculated TCO,Calculated TCO TI,Total Disc.,Total Disc. TI,Effective Price ,Effective Price TI,Cash Disc. ,Phone Plan Disc. ,Rate Plan Disc. ,W.Avg TI Disc,TI (Apple),TI (Samsung),TI (Google),Total Comp Offers ,GWP,Gift Card ,Free Susbcription ,PWP,Promotional Code 
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials 5GB,Data Plan,Standard,50,42,42,-,24,1058,1058,900,0,158,1058,743,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,50,50,-,24,1270,1270,1089,0,181,1270,908,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,53,53,-,24,1302,1302,1121,0,181,1302,940,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,20,59,59,-,24,1436,1436,1255,0,181,1436,1074,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Essential 100GB,Data Plan,Ultra Premium,0,56,56,-,24,1344,1344,1186,0,158,1344,1029,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,64,64,-,24,1566,1566,1385,0,181,1566,1204,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills 5GB,Data Plan,Standard,70,39,39,-,24,1006,1006,848,0,158,1006,691,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,74,68,-,24,1662,1662,1337,144,325,1518,1012,0,0,144,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,No Frills 1GB,Data Plan,Standard,90,24,24,-,24,666,666,525,0,141,666,384,0,0,0,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,30,51,51,-,24,1254,1254,1073,0,181,1254,892,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,All Round iPhone 25GB,Data Plan,Premium,50,53,53,-,24,1322,1322,1141,0,181,1322,960,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,No Frills 25GB,Data Plan,Premium,70,60,60,-,24,1510,1510,1352,0,158,1510,1195,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,66,66,-,24,1614,1614,1433,0,181,1614,1252,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,61,61,-,24,1494,1494,1336,0,158,1494,1179,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,72,72,-,24,1778,1778,1597,0,181,1778,1416,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,69,69,-,24,1686,1686,1505,0,181,1686,1324,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,56,56,-,24,1394,1394,1236,0,158,1394,1079,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,No Frills 25GB,Data Plan,Premium,70,74,74,-,24,1846,1846,1688,0,158,1846,1531,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,73,73,-,24,1782,1782,1601,0,181,1782,1420,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Round iPhone 5GB,Data Plan,Standard,100,74,74,-,24,1876,1876,1695,0,181,1876,1514,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,80,45,45,-,24,1160,1160,979,0,181,1160,798,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,0,60,60,-,24,1440,1440,1282,0,158,1440,1125,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 5GB,Data Plan,Standard,120,51,51,-,24,1344,1344,1163,0,181,1344,982,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,Essentials 25GB,Data Plan,Premium,30,37,37,-,24,918,918,537,240,381,678,156,0,0,240,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,36,36,-,24,884,884,503,240,381,644,122,0,0,240,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,20,64,58,-,24,1412,1412,1087,144,325,1268,762,0,0,144,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,All Rounder 5GB,Data Plan,Standard,100,60,60,-,24,1540,1540,1382,0,158,1540,1225,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,30,81,81,-,24,1974,1974,1793,0,181,1974,1612,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,47,47,-,24,1178,1178,997,0,181,1178,816,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,56,56,-,24,1394,1394,1213,0,181,1394,1032,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,30,51,51,-,24,1254,1254,1113,0,141,1254,972,0,0,0,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,58,58,-,24,1422,1422,1264,0,158,1422,1107,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,Essentials 25GB,Data Plan,Premium,30,47,47,-,24,1158,1158,977,0,181,1158,796,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,Essentials 5GB,Data Plan,Standard,50,42,42,-,24,1058,1058,877,0,181,1058,696,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,50,34,34,-,24,866,866,485,240,381,626,104,0,0,240,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,All Rounder iPhone 125GB,Data Plan,Ultra Premium,20,55,55,-,24,1340,1340,1159,0,181,1340,978,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,Essentials 5GB,Data Plan,Standard,100,70,70,-,24,1780,1780,1622,0,158,1780,1465,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,62,62,-,24,1538,1538,1380,0,158,1538,1223,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,No Frills 5GB,Data Plan,Standard,120,67,67,-,24,1728,1728,1570,0,158,1728,1413,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,86,86,-,24,2094,2094,1913,0,181,2094,1732,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,83,83,-,24,2042,2042,1884,0,158,2042,1727,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills 25GB,Data Plan,Premium,70,66,66,-,24,1654,1654,1473,0,181,1654,1292,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,10,67,67,-,24,1618,1618,1437,0,181,1618,1256,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,73,69,-,24,1706,1706,1429,96,277,1610,1152,0,0,96,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,20,67,61,-,24,1484,1484,1159,144,325,1340,834,0,0,144,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,60,55,51,-,24,1284,1284,1007,96,277,1188,730,0,0,96,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,40,55,55,-,24,1360,1360,1179,0,181,1360,998,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,65,65,-,24,1590,1590,1432,0,158,1590,1275,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,30,65,65,-,24,1590,1590,1432,0,158,1590,1275,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials 25GB,Data Plan,Premium,50,55,55,-,24,1370,1370,1212,0,158,1370,1055,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,50,40,40,-,24,1010,1010,869,0,141,1010,728,0,0,0,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,Z Flip4,128GB,Premium Segment,Essentials 5GB,Data Plan,Standard,100,54,54,-,24,1396,1396,1238,0,158,1396,1081,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,53,53,-,24,1322,1322,1141,0,181,1322,960,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,43,43,-,24,1062,1062,681,240,381,822,300,0,0,240,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 25GB,Data Plan,Premium,70,60,60,-,24,1510,1510,1329,0,181,1510,1148,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,50,50,-,24,1250,1250,1069,0,181,1250,888,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,53,53,-,24,1302,1302,1144,0,158,1302,987,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,64,64,-,24,1586,1586,1405,0,181,1586,1224,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,All Rounder 25GB,Data Plan,Premium,30,41,41,-,24,1014,1014,873,0,141,1014,732,0,0,0,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 25GB,Data Plan,Premium,50,67,63,-,24,1562,1562,1285,96,277,1466,1008,0,0,96,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1697,0,181,1878,1516,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 6a ,128GB,Entry Premium Segment,Essentials 25GB,Data Plan,Premium,30,35,35,-,24,870,870,729,0,141,870,588,0,0,0,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,All Round iPhone 25GB,Data Plan,Premium,50,75,75,-,24,1850,1850,1669,0,181,1850,1488,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,20,67,67,-,24,1628,1628,1447,0,181,1628,1266,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S23,128GB,Mid Segment,Essential 120GB,Data Plan,Ultra Premium,0,53,53,-,24,1272,1272,844,270,428,1002,417,0,0,270,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iSE (2022),128GB,Entry Premium Segment,Essentials Unlimited Max,Unlimited Plan,Unlimited,10,57,57,-,24,1378,1378,1197,0,181,1378,1016,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,61,61,-,24,1514,1514,1333,0,181,1514,1152,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,46,46,-,24,1124,1124,966,0,158,1124,809,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,No Frills 1GB,Data Plan,Standard,70,36,36,-,24,934,934,753,0,181,934,572,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,61,61,-,24,1514,1514,1333,0,181,1514,1152,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,44,44,-,24,1106,1106,925,0,181,1106,744,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,0,49,49,-,24,1176,1176,1018,0,158,1176,861,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Full Works,Data Plan,Ultra Premium,30,55,55,-,24,1350,1350,1192,0,158,1350,1035,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,30,83,79,-,24,1926,1926,1649,96,277,1830,1372,0,0,96,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 1GB,Data Plan,Standard,120,42,42,-,24,1128,1128,947,0,181,1128,766,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,All Rounder 5GB,Data Plan,Standard,50,46,46,-,24,1154,1154,1013,0,141,1154,872,0,0,0,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,39,39,-,24,986,986,828,0,158,986,671,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,30,74,74,-,24,1806,1806,1625,0,181,1806,1444,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,63,63,-,24,1562,1562,1381,0,181,1562,1200,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,100,51,51,-,24,1324,1324,1143,0,181,1324,962,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,64,64,-,24,1566,1566,1408,0,158,1566,1251,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7a,128GB,Entry Premium Segment,Essentials 125GB,Data Plan,Ultra Premium,0,39,39,-,24,936,936,555,240,381,696,174,0,0,240,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,All Rounder iPhone Unlimited,Unlimited Plan,Unlimited,20,64,64,-,24,1556,1556,1375,0,181,1556,1194,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,Essentials 25GB,Data Plan,Premium,30,43,33,-,24,822,822,424,240,398,582,27,0,0,240,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,All Rounder 5GB,Data Plan,Standard,50,36,36,-,24,914,914,756,0,158,914,599,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13 Mini,128GB,Mid Segment,No Frills 125GB,Data Plan,Ultra Premium,50,52,52,-,24,1298,1298,1117,0,181,1298,936,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,90,49,49,-,24,1266,1266,1085,0,181,1266,904,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,30,73,73,-,24,1782,1782,1305,336,477,1446,828,0,0,336,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials 25GB,Data Plan,Premium,50,55,55,-,24,1370,1370,1189,0,181,1370,1008,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,All Round iPhone 5GB,Data Plan,Standard,50,50,50,-,24,1250,1250,1069,0,181,1250,888,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Full Works iPhone,Data Plan,Ultra Premium,30,77,77,-,24,1878,1878,1697,0,181,1878,1516,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,20,32,32,-,24,788,788,630,0,158,788,473,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14+,128GB,Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,69,69,-,24,1686,1686,1505,0,181,1686,1324,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,30,49,49,-,24,1206,1206,1025,0,181,1206,844,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,66,66,-,24,1614,1614,1197,236,417,1378,780,0,0,236,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22 Ultra,128GB,Ultra Premium Segment,No Frills 125GB,Data Plan,Ultra Premium,50,78,78,-,24,1922,1922,1764,0,158,1922,1607,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7,128GB,Mid Segment,Essential 75GB,Data Plan,Premium,0,47,47,-,24,1128,1128,673,314,455,814,218,0,0,314,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 11,128GB,Entry Premium Segment,No Frills 5GB,Data Plan,Standard,50,41,41,-,24,1034,1034,853,0,181,1034,672,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 13,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,80,54,54,-,24,1376,1376,1195,0,181,1376,1014,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,52,52,-,24,1278,1278,1097,0,181,1278,916,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,No Frills 25GB,Data Plan,Premium,70,72,72,-,24,1798,1798,1617,0,181,1798,1436,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,No Frills 5GB,Data Plan,Standard,70,41,41,-,24,1054,1054,873,0,181,1054,692,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Essentials 5GB,Data Plan,Standard,100,72,68,-,24,1732,1732,1455,96,277,1636,1178,0,0,96,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Google,Pixel 7 Pro,128GB,Premium Segment,All Rounder Unlimited,Unlimited Plan,Unlimited,10,74,74,-,24,1786,1786,1309,336,477,1450,832,0,0,336,141,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,All Rounder 125GB,Data Plan,Ultra Premium,0,55,55,-,24,1320,1320,1162,0,158,1320,1005,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22,128GB,Mid Segment,All Rounder 25GB,Data Plan,Premium,50,45,45,-,24,1130,1130,972,0,158,1130,815,0,0,0,158,166,229,66,151,,,,151,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,Essentials 5GB,Data Plan,Standard,50,44,44,-,24,1106,1106,925,0,181,1106,744,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,S22+,128GB,Premium Segment,No Frills Unlimited,Unlimited Plan,Unlimited,50,59,59,-,24,1466,1466,1308,0,158,1466,1151,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14,128GB,Mid Segment,All Round iPhone 25GB,Data Plan,Premium,50,61,61,-,24,1514,1514,1333,0,181,1514,1152,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A34,128GB,Entry Premium Segment,No Frills 25GB,Data Plan,Premium,50,30,30,-,24,770,770,612,0,158,770,455,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Samsung,A54,128GB,Entry Premium Segment,Essentials Unlimited,Unlimited Plan,Unlimited,0,54,54,-,24,1296,1296,1138,0,158,1296,981,0,0,0,158,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro Max,128GB,Ultra Premium Segment,Full Works iPhone,Data Plan,Ultra Premium,30,93,93,-,24,2262,2262,2081,0,181,2262,1900,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 14 Pro,128GB,Premium Segment,No Frills 5GB,Data Plan,Standard,120,59,59,-,24,1536,1536,1355,0,181,1536,1174,0,0,0,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,Essentials 125GB,Data Plan,Ultra Premium,20,53,53,-,24,1292,1292,1015,96,277,1196,738,0,0,96,181,166,229,66,0,,,,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12,128GB,Mid Segment,All Round iPhone 25GB,Data Plan,Premium,60,57,57,-,24,1428,1428,1247,0,181,1428,1066,0,0,0,181,166,229,66,102,,,102,,
Jun 12 2023,24,Tariff,gb,EE,Apple,iPhone 12 Mini,128GB,Mid Segment,Essentials Unlimited,Unlimited Plan,Unlimited,30,52,52,-,24,1278,1278,1097,0,181,1278,916,0,0,0,181,166,229,66,0,,,,,
